"fuente","articulo","tema","subtema","texto del articulo","categorias","resumen explicativo"
"LEY 100 DE 1993",245,"Control sanitario y regulación de productos","Creación, funciones y política de precios","El Instituto de Vigilancia de Medicamentos y Alimentos. Créase el Instituto Nacional de Vigilancia de Medicamentos y Alimentos INVIMA, como un establecimiento público del orden nacional, adscrito al Ministerio de Salud, con personería jurídica, patrimonio independiente y autonomía administrativa, cuyo objeto es la ejecución de las políticas en materia de vigilancia sanitaria y de control de calidad de medicamentos, productos biológicos, alimentos, bebidas, cosméticos, dispositivos y elementos médico-quirúrgicos, odontológicos, productos naturales homeopáticos y los generados por biotecnología, reactivos de diagnóstico, y otros que puedan tener impacto en la salud individual y colectiva. El Gobierno Nacional reglamentará el régimen de registros y licencias, así como el régimen de vigilancia sanitaria y control de calidad de los productos de qué trata el objeto del Invima, dentro del cual establecerá las funciones a cargo de la nación y de las entidades territoriales, de conformidad con el régimen de competencias y recursos. PARÁGRAFO . A partir de la vigencia de la presente Ley, la facultad para la formulación de la política de regulación de precios de los medicamentos de que goza el Ministerio de Desarrollo Económico, de acuerdo con la Ley 81 de 1987, estará en manos de la Comisión Nacional de Precios de los Medicamentos. Para tal efecto, créase la Comisión Nacional de Precios de Medicamentos compuesta, en forma indelegable, por los Ministros de Desarrollo Económico y Salud y un delegado del Presidente de la República. El Gobierno reglamentará el funcionamiento de esta Comisión. Corresponde al Ministerio de Desarrollo hacer el seguimiento y control de precios de los medicamentos, según las políticas fijadas por la comisión. Corresponde al Ministerio de Salud el desarrollo de un programa permanente de información sobre precios y calidades de los medicamentos de venta en el territorio nacional, de conformidad con las políticas adoptadas por la Comisión.","Establecimiento público adscrito al Ministerio de Salud, autonomía administrativa, control de medicamentos, alimentos y productos de salud, reglamentación de registros y licencias, creación Comisión Nacional de Precios de Medicamentos, seguimiento por Ministerio de Desarrollo y Salud, programa de información sobre precios y calidad de medicamentos","Crea el INVIMA para vigilancia y control de calidad de productos relacionados con la salud y establece la Comisión Nacional de Precios de Medicamentos para regular precios y garantizar información pública."
"LEY 100 DE 1993",246,"Difusión y Capacitación","Programa de difusión y capacitación","Difusión y Capacitación para el Desarrollo de la Ley. El Ministerio de Salud organizará y ejecutará un programa de difusión del nuevo Sistema General de Seguridad Social en Salud y de capacitación a las autoridades locales, las Entidades Promotoras e Instituciones Prestadoras, trabajadores y, en general, los usuarios que integren el Sistema General de Seguridad Social en Salud. Este programa incluirá acciones específicas para capacitar y apoyar a los profesionales de la salud en el proceso de adecuación a las modalidades de organización, contratación, remuneración y prestación de servicios, que requiere el nuevo Sistema de Salud con base en la universalización solidaria de la seguridad social.","Salud, Educación, Capacitación, Administración Pública","El Ministerio de Salud organizará y ejecutará un programa de difusión del Sistema General de Seguridad Social en Salud y de capacitación a autoridades locales, EPS, IPS, trabajadores y usuarios, incluyendo adecuación a modalidades de organización, contratación, remuneración y prestación de servicios."
"LEY 100 DE 1993",247,"Programas Académicos en Salud","Convenios docente-asistenciales y cupos","Del ofrecimiento de programas académicos en el Área de Salud por parte de las instituciones de Educación Superior. Para desarrollar programas de pregrado o postgrado en el área de salud que impliquen formación en el campo asistencial, las instituciones de educación superior deberán contar con un Centro de Salud propio o formalizar convenios docente-asistenciales con instituciones de salud que cumplan con los tres niveles de atención médica, según la complejidad del programa, para poder realizar las prácticas de formación. En tales convenios se establecerán claramente las responsabilidades entre las partes. Los cupos de matrícula que fijen las instituciones de educación superior en los programas académicos de pregrado y postgrado en el Área de Salud, estarán determinados por la capacidad que tengan las instituciones que prestan los servicios de salud. Los convenios mencionados en el inciso primero deberán ser presentados ante el Ministerio de Educación Nacional por intermedio del ICFES, con concepto favorable del Consejo Nacional para el Desarrollo de los Recursos Humanos en Salud al momento de notificar o informar la creación de los programas. Los programas de especializaciones medicoquirúrgicas que ofrezcan las instituciones universitarias y las universidades, tendrán un tratamiento equivalente a los programas de maestría, conforme a lo contemplado en la Ley 30 de 1992, previa reglamentación del Consejo de Educación Superior.","Educación, Salud, Formación Profesional, Universidades, Capacitación","Las instituciones de educación superior deben contar con un Centro de Salud propio o convenios con instituciones de salud que cubran los tres niveles de atención para realizar prácticas de formación, con responsabilidades claras y presentación al Ministerio de Educación con concepto favorable del Consejo Nacional de Recursos Humanos en Salud."
"LEY 100 DE 1993",248,"Facultades Extraordinarias","Reestructuración y estatutos","Facultades Extraordinarias. De conformidad con lo previsto en el ordinal 10 del artículo 150 de la Constitución Política, revistase al Presidente de la República de precisas facultades extraordinarias por el término de seis (6) meses, contados desde la fecha de publicación de la presente Ley para: 1. Reestructurar al Instituto Nacional de Salud y al Ministerio de Salud de acuerdo con los propósitos de esta Ley. 2. El Gobierno Nacional podrá modificar la estructura y funciones de la Superintendencia Nacional de Salud con el exclusivo propósito de efectuar las adecuaciones necesarias para dar eficaz cumplimiento a lo dispuesto en esta Ley. En el evento de que deban producirse retiros de personal como consecuencia de la modificación de la estructura y funciones de la Superintendencia, el Gobierno Nacional establecerá un plan de retiro compensado para sus empleados, el cual comprenderá las indemnizaciones o bonificaciones por el retiro y/o pensiones de jubilación. 3. Determinar la liquidación de las cajas, fondos o entidades de seguridad o previsión social del orden nacional que presten servicios de salud que por su situación financiera deban ser liquidadas por comprobada insolvencia. 4. Expedir un régimen de incompatibilidades e inhabilidades y las correspondientes sanciones para los miembros de junta directiva u organismos directivos y para los representantes legales y empleados de las entidades prestadoras y promotoras de servicios estatales y las instituciones de utilidad común o fundaciones que contraten con el Estado la prestación de servicios o las que reciban aportes estatales. 5. Expedir un estatuto orgánico del sistema de salud, de numeración continua, con el objeto de sistematizar, integrar, incorporar y armonizar en un solo cuerpo jurídico las normas vigentes en materia de salud, así como las que contemplen las funciones y facultades asignadas a la Superintendencia Nacional de Salud. Con tal propósito podrá reordenar la numeración de las diferentes disposiciones, incluyendo esta Ley, sin que en tal caso se altere su contenido. En desarrollo de esta facultad podrá eliminar las normas repetidas o superfluas. 6. Facultase al Gobierno Nacional para que en el término de 6 meses, contados a partir de la fecha de la presente Ley, organice el sistema de salud de las Fuerzas Militares y de Policía y al personal regido por el decreto-Ley 1214 de 1990, en lo atinente a: a) Organización estructural; b) Niveles de atención médica y grados de complejidad; c) Organización funcional; d) Régimen que incluya normas científicas y administrativas; e) Régimen de prestación de servicios de salud. 7. Precisar las funciones del Invima y proveer su organización básica. Facultase al Gobierno Nacional para efectuar los traslados presupuestales necesarios que garanticen el adecuado funcionamiento de la entidad. 8. Reorganizar y adecuar el Instituto Nacional de Cancerología, los sanatorios de Contratación y de Agua de Dios y la unidad administrativa especial Federico Lleras Acosta, que prestan servicios de salud para su transformación en empresas sociales de salud. Para este efecto facultase al Gobierno Nacional para efectuar los traslados presupuestales necesarios.","Salud, Administración Pública, Gestión Pública, Instituciones, Reglamentación","El Presidente tiene facultades extraordinarias por seis meses para reestructurar el Instituto Nacional de Salud y el Ministerio de Salud, modificar la Superintendencia Nacional de Salud, liquidar entidades de seguridad social insolventes, expedir estatutos y reorganizar instituciones como el Instituto Nacional de Cancerología y sanatorios específicos."
"LEY 100 DE 1993",249,"Invalidez por Accidentes de Trabajo","Pensiones y régimen","Accidentes de Trabajo y Enfermedad Profesional. Las pensiones de invalidez originadas en accidente de trabajo o enfermedad profesional continuarán rigiéndose por las disposiciones vigentes, salvo lo dispuesto en relación con el sistema de calificación del estado de invalidez y las pensiones de invalidez integradas a que se refieren los artículos siguientes.","Seguridad Social, Salud, Riesgos Profesionales, Pensión, Accidentes de Trabajo","Las pensiones de invalidez por accidente de trabajo o enfermedad profesional continuarán rigiéndose por disposiciones vigentes, con adaptación al sistema de calificación de invalidez por riesgo común."
"LEY 100 DE 1993",250,"Calificación de Invalidez","Procedimiento de calificación","Calificación del Estado de Invalidez. La calificación del estado de invalidez derivado de accidente de trabajo o enfermedad profesional se sujetará a lo dispuesto en esta Ley para la calificación de la invalidez por riesgo común.","Salud, Seguridad Social, Riesgos Profesionales, Pensión, Evaluación","La calificación del estado de invalidez derivado de accidente de trabajo o enfermedad profesional se sujetará a las normas del sistema de calificación de invalidez por riesgo común."
"LEY 100 DE 1993",251,"Pensiones de Invalidez Integradas","Seguro conjunto","Pensiones de Invalidez Integradas. En el régimen de ahorro individual con solidaridad, los seguros para amparar la invalidez por riesgo común y la invalidez por accidente de trabajo o enfermedad profesional, podrán ser contratados de manera conjunta con una misma compañía de seguros, cuando los trabajadores y empleadores así lo decidan. En este evento, el amparo para el riesgo de invalidez por accidente de trabajo o enfermedad profesional, deberá ser equivalente o superior, al otorgado por el seguro de accidente de trabajo y enfermedad profesional a cargo del Instituto de Seguros Sociales, o del que actualmente les aplica en el caso de los trabajadores de la rama jurisdiccional. La compañía de seguros señalará el monto de la cotización para el seguro de accidentes de trabajo y enfermedad profesional a cargo del empleador y dejará de ser obligatoria la cotización al Instituto de Seguros Sociales, por dicho concepto.","Salud, Seguridad Social, Riesgos Profesionales, Pensión, Seguros, Ahorro Individual","Los seguros para invalidez por riesgo común y por accidente de trabajo pueden ser contratados conjuntamente con la misma compañía, garantizando que el amparo sea equivalente o superior al del ISS, y la cotización a este último deja de ser obligatoria."
"LEY 100 DE 1993",252,"Normas Comunes","Aplicación a seguros conjuntos","Normas Comunes. Cuando el seguro para amparar el riesgo por accidente de trabajo o enfermedad profesional se contrate en la forma prevista en el artículo anterior, le serán aplicables en lo pertinente las disposiciones de los seguros de invalidez por riesgo común.","Seguridad Social, Riesgos Profesionales, Normas Generales, Seguros","Cuando el seguro de invalidez por riesgo común y por accidente de trabajo se contrate conjuntamente, se aplicarán las disposiciones pertinentes del seguro de invalidez por riesgo común."
"LEY 100 DE 1993",253,"Devolución de Saldos","Ahorro individual","Devolución de Saldos. Cuando un afiliado al régimen de ahorro individual con solidaridad se invalide por accidente de trabajo o enfermedad profesional, además de la pensión por invalidez que cubre la cotización a cargo del empleador, se le entregará la totalidad del saldo abonado en su cuenta individual de ahorro pensional y en este caso no habrá lugar a bono pensional.","Seguridad Social, Pensiones, Riesgos Profesionales, Ahorro Individual","En caso de invalidez por accidente de trabajo o enfermedad profesional en el régimen de ahorro individual con solidaridad, se entregará la totalidad del saldo abonado en la cuenta individual, sin bono pensional."
"LEY 100 DE 1993",254,"Prestaciones Médico-Asistenciales","Cobertura de salud","Prestaciones Médico-Asistenciales. Los servicios de salud derivados de accidente de trabajo o enfermedad profesional, serán prestados por las Entidades Promotoras de Salud de que trata la presente Ley, quienes repetirán contra las entidades encargadas de administrar los recursos del seguro de accidente de trabajo y enfermedad profesional a que esté afiliado el respectivo trabajador.","Salud, Riesgos Profesionales, EPS, Prestación de Servicios","Los servicios de salud derivados de accidentes de trabajo o enfermedad profesional serán prestados por las EPS, quienes repetirán contra las entidades administradoras del seguro correspondiente."
"LEY 100 DE 1993",255,"Pensión de Sobrevivientes","Régimen actual","Accidentes de Trabajo y Enfermedad Profesional. La pensión de sobrevivientes originada en accidente de trabajo o enfermedad profesional continuará rigiéndose por las disposiciones vigentes, salvo que se opte por el manejo integrado de estas pensiones de conformidad con lo previsto en el artículo 157 de esta Ley.","Seguridad Social, Pensiones, Riesgos Profesionales, Sobrevivientes","Las pensiones de sobrevivientes por accidente de trabajo o enfermedad profesional continuarán bajo disposiciones vigentes, salvo que se opte por el manejo integrado conforme al artículo 157."
"LEY 100 DE 1993",256,"Devolución de Saldos por Muerte","Régimen de ahorro individual","Devolución de Saldos por Muerte Causada por Accidente de Trabajo o Enfermedad Profesional. En caso de muerte del afiliado al sistema de ahorro individual con solidaridad, derivada de accidente de trabajo o enfermedad profesional, no habrá lugar a bono pensional y el saldo de la cuenta individual de ahorro pensional podrá utilizarse para incrementar el valor de la pensión que se financia con la cotización del empleador, si el afiliado así lo hubiere estipulado o los beneficiarios lo acuerdan. En caso contrario hará parte de la masa sucesoral del causante. Si no hubiere causahabientes dichas sumas se destinarán al financiamiento de la garantía estatal de pensión mínima.","Seguridad Social, Pensiones, Riesgos Profesionales, Sobrevivientes, Ahorro Individual","En caso de muerte derivada de accidente de trabajo o enfermedad profesional, no habrá bono pensional y el saldo de la cuenta individual podrá usarse para incrementar la pensión del empleador, o formar parte de la masa sucesoral, según estipulación del afiliado o acuerdo de beneficiarios."
"LEY 100 DE 1993",257,"Prestaciones para Ancianos","Programa y requisitos","Programa y Requisitos. Establécese un programa de auxilios para los ancianos indigentes que cumplan los siguientes requisitos: a) Ser colombiano; b) Llegar a una edad de sesenta y cinco o más años; c) Residir durante los últimos diez años en el territorio nacional; d) Carecer de rentas o de ingresos suficientes para su subsistencia, o encontrarse en condiciones de extrema pobreza o indigencia, de acuerdo con la reglamentación que para tal fin expida el Consejo Nacional de Política Social; e) Residir en una institución sin ánimo de lucro para la atención de ancianos indigentes, limitados físicos o mentales y que no dependan económicamente de persona alguna...","Social, Población Vulnerable, Vejez, Ancianos, Bienestar Social","Establece auxilios para ancianos indigentes que sean colombianos, de 65 años o más, residan diez años en Colombia, carezcan de ingresos, o residan en instituciones sin ánimo de lucro; requisitos especiales para indígenas, dementes y minusválidos, y flexibilidad para entidades territoriales."
"LEY 100 DE 1993",258,"Objeto del Programa para Ancianos","Apoyo económico","Objeto del Programa. El programa para los ancianos tendrá por objeto apoyar económicamente y hasta por el 50% del salario mínimo legal mensual vigente, a las personas que cumplan las condiciones señaladas en el artículo anterior y de conformidad con las metas que el CONPES establezca para tal programa...","Social, Población Vulnerable, Vejez, Bienestar Social, Finanzas Públicas","Programa de apoyo económico hasta 50% del salario mínimo a personas que cumplan los requisitos, financiado por el presupuesto nacional y recursos de departamentos, distritos y municipios, con reglamentación para cofinanciación y administración descentralizada."
"LEY 100 DE 1993",259,"Pérdida de Prestación Especial","Causales de pérdida","Pérdida de la Prestación Especial por Vejez. La prestación especial por vejez se pierde: a) Por muerte del beneficiario; b) Por mendicidad comprobada como actividad productiva; c) Por percibir una pensión o cualquier otro subsidio; d) Las demás que establezca el Consejo Nacional de Política Social.","Social, Vejez, Ancianos, Bienestar Social","La prestación especial se pierde por muerte, mendicidad como actividad productiva, percibir pensión u otros subsidios, y otras causales que determine el Consejo Nacional de Política Social."
"LEY 100 DE 1993",260,"Prestación Especial por Vejez","Reconocimiento, administración y control","Reconocimiento, administración y control de la prestación especial por vejez. El reconocimiento de la prestación especial por vejez, su administración y control serán establecidos por el Gobierno Nacional...","Social, Vejez, Bienestar Social, Administración Pública","El Gobierno Nacional establecerá reconocimiento, administración y control de la prestación especial por vejez, contemplando mecanismos de cofinanciación por departamentos, municipios y distritos; las entidades que presten servicios asistenciales podrán administrarla cumpliendo requisitos legales."
"LEY 100 DE 1993",261,"Planes Locales de Servicios","Infraestructura y planificación","Planes Locales de Servicios Complementarios. Los municipios o distritos deberán garantizar la infraestructura necesaria para la atención de los ancianos indigentes y la elaboración de un plan municipal de servicios complementarios...","Social, Vejez, Bienestar Social, Administración Pública","Los municipios y distritos garantizarán infraestructura para ancianos indigentes y elaborarán planes municipales de servicios complementarios integrados al plan de desarrollo."
"LEY 100 DE 1993",262,"Servicios Sociales Complementarios","Educación, Cultura y Trabajo","Servicios Sociales Complementarios para la Tercera Edad. El Estado a través de sus autoridades y entidades y con la participación de la comunidad y organizaciones no gubernamentales prestarán servicios sociales para la tercera edad conforme a lo establecido en los siguientes literales: a) En materia de educación... b) En materia de cultura, recreación y turismo... c) El Ministerio de Trabajo y Seguridad Social promoverá...","Social, Vejez, Bienestar Social, Educación, Cultura, Trabajo","El Estado prestará servicios sociales para la tercera edad en educación, cultura, recreación, turismo y preparación a la jubilación, con participación comunitaria y de ONGs."
"LEY 100 DE 1993",263,"Subsidio al Desempleo","Autorización a entidades territoriales","Autorización para el Subsidio al Desempleo. Autorizase a las entidades territoriales para que creen y financien con cargo a sus propios recursos planes de subsidio al desempleo.","Laboral, Social, Administración Pública, Desempleo","Se autoriza a las entidades territoriales a crear y financiar planes de subsidio al desempleo con recursos propios."
"LEY 100 DE 1993",264,"Presupuesto de Seguridad Social","Disposiciones presupuestales","Disposiciones Presupuestales. El Gobierno presentará al Congreso de la República, el proyecto de presupuesto de seguridad social conjuntamente con el proyecto de presupuesto nacional y de los establecimientos públicos del orden nacional...","Finanzas Públicas, Seguridad Social, Administración Pública, Presupuesto","El Gobierno presentará al Congreso el proyecto de presupuesto de seguridad social junto con el nacional y de establecimientos públicos, incluyendo proyección de ingresos, pagos y fuentes de financiamiento de los seguros económicos."
"LEY 100 DE 1993",265,"Presupuesto de Entidades","Clasificación de gastos","Presupuestos de las Entidades. El proyecto de presupuesto anual de las entidades públicas del orden nacional, se presentará al Congreso de la República clasificado en gastos de funcionamiento e inversión de cada seguro económico...","Finanzas Públicas, Seguridad Social, Administración Pública, Presupuesto","El proyecto anual de presupuesto de entidades públicas se presentará clasificado en gastos de funcionamiento e inversión para cada seguro económico, regido por el Estatuto Orgánico del Presupuesto."
"LEY 100 DE 1993",266,"Gasto Público Social","Componentes del gasto","Componentes del Gasto Público Social en el Presupuesto Nacional. Los gastos que efectúen las, entidades públicas de seguridad en el orden nacional se agruparan como componentes del gasto público social a que hace referencia el artículo 350 de la Constitución Política.","Finanzas Públicas, Seguridad Social, Administración Pública, Presupuesto","Los gastos de entidades públicas de seguridad social se agruparán como componentes del gasto público social conforme al artículo 350 de la Constitución."
"LEY 100 DE 1993",267,"Estimación de Pasivo Pensional","Cálculo y financiación","Estimación del Pasivo Pensional y reaforo de rentas. El Gobierno Nacional calculará antes del 31 de diciembre de 1994 el pasivo pensional con relación a sus servidores públicos y el de las entidades territoriales con sus respectivos servidores, causada a 31 de diciembre de 1993. El costo para calcular dichos pasivos lo absorberá la nación, para lo cual el Gobierno Nacional está autorizado para efectuar las adiciones y traslados requeridos en el Presupuesto General de la Nación. Para atender al pago de las pensiones y de las mesadas atrasadas a cargo de la Caja Nacional de Previsión, el Presupuesto General de la Nación se adiciona en sesenta mil millones de pesos, con recursos de crédito interno. Además, los recursos de reaforo de rentas de la Caja Nacional de Previsión, por veinte mil millones de pesos, se incorporan a su presupuesto para el mismo fin y para el pago de servicios de salud a su cargo.","Finanzas Públicas, Seguridad Social, Pensiones, Administración Pública","El Gobierno calculará el pasivo pensional de servidores públicos y entidades territoriales al 31 de diciembre de 1993 y absorberá el costo mediante adiciones y traslados presupuestales, incluyendo recursos adicionales para la Caja Nacional de Previsión."
"LEY 100 DE 1993",268,"Recursos para Municipios","Apoyo financiero","Recursos para el pago de aportes de los municipios. En aquellos municipios que presenten dificultades para pagar los aportes de esta Ley, el CONPES social autorizará para tal fin, que se disponga de una parte de los ingresos previstos en los numerales 2 y 16 del artículo 21 de la Ley 60 de 1993.","Finanzas Públicas, Seguridad Social, Administración Pública, Municipalidad","En municipios con dificultades para pagar aportes, el CONPES social autorizará el uso de ingresos previstos en la Ley 60 de 1993 para tal fin."
"LEY 100 DE 1993",269,"Transferencia de Cotizaciones","Mecanismos","Transferencia de cotizaciones. Los dineros provenientes de las cotizaciones para el Sistema General de Seguridad Social de las entidades estatales y de los servidores públicos, podrán ser entregados a las entidades administradoras del Sistema a través de encargos fiduciarios o fiducias.","Finanzas Públicas, Seguridad Social, Administración Pública, Pensión, Salud","Los dineros de cotizaciones de entidades estatales y servidores públicos podrán entregarse a las entidades administradoras a través de encargos fiduciarios o fiducias."
"LEY 100 DE 1993",270,"Prelación de Créditos","Prioridad de pagos","Prelación de créditos. Los créditos exigibles por concepto de las cotizaciones y los intereses a que hubiere lugar, tanto en el Sistema General de Pensiones como en el Sistema de Seguridad Social en Salud, pertenecen a la primera clase de qué trata el artículo 2495 del Código Civil y tienen el mismo privilegio que los créditos por concepto de salarios, prestaciones sociales e indemnizaciones laborales.","Finanzas Públicas, Seguridad Social, Administración Pública, Derecho, Laboral","Los créditos por cotizaciones y sus intereses, tanto en pensiones como en salud, tienen prelación equivalente a salarios, prestaciones sociales e indemnizaciones laborales."
"LEY 100 DE 1993",271,"Sanciones a Empleadores","Multas por incumplimiento","Sanciones para el Empleador. El empleador, y en general cualquier persona natural o jurídica que impida o atente en cualquier forma contra el derecho del trabajador a su afiliación y selección de organismos e instituciones del Sistema de Seguridad Social Integral, se hará acreedor en cada caso y por cada afiliado a una multa, impuesta por las autoridades del Ministerio de Trabajo y Seguridad Social, o del Ministerio de Salud en cada caso, que no podrá ser inferior a un salario mínimo mensual vigente ni exceder 50 veces dicho salario. El valor de estas multas se destinará al Fondo de Solidaridad Pensional o a la subcuenta de solidaridad del Fondo de Solidaridad y Garantía del Sistema General de Seguridad Social en Salud, respectivamente. La afiliación respectiva quedará sin efecto y podrá realizarse nuevamente en forma libre y espontánea por parte del trabajador. El Gobierno Nacional reglamentará los mecanismos para el control del pago de cotizaciones de los trabajadores migrantes o estacionales, con contrato a término fijo o con contrato por prestación de servicios.","Laboral, Seguridad Social, Derecho, Migración, Salud","El empleador que impida la afiliación o elección de organismos de seguridad social será multado entre un salario mínimo y 50 veces dicho valor, destinado a fondos de solidaridad; la afiliación podrá realizarse nuevamente libremente."
"LEY 100 DE 1993",272,"Aplicación Preferencial","Derechos y principios","Aplicación Preferencial. El Sistema Integral de Seguridad Social establecido en la presente Ley, no tendrá, en ningún caso, aplicación cuando menoscabe la libertad, la dignidad humana o los derechos de los trabajadores. En tal sentido, los principios mínimos fundamentales consagrados en el artículo 53 de la Constitución Política tendrán plena validez y eficacia.","Derecho Laboral, Seguridad Social, Derechos Humanos, Libertad","El Sistema de Seguridad Social no se aplicará cuando menoscabe libertad, dignidad humana o derechos de los trabajadores; los principios del artículo 53 de la Constitución tienen plena validez."
"LEY 100 DE 1993",273,"Régimen para Servidores Públicos","Incorporación a sistemas","Régimen Aplicable a los Servidores Públicos. El Gobierno Nacional, sujetándose a los objetivos, criterios y contenido que se expresan en la presente Ley, y en particular a lo establecido en los artículos 11 y 36 de la misma, podrá incorporar, respetando los derechos adquiridos, a los servidores públicos, aun a los congresistas, al Sistema General de Pensiones y al Sistema General de Seguridad Social en Salud. La seguridad social procurará ser universal para toda la población colombiana.","Seguridad Social, Pensiones, Salud, Servidores Públicos, Derecho","El Gobierno puede incorporar a servidores públicos al Sistema General de Pensiones y al Sistema General de Salud respetando derechos adquiridos, procurando universalidad para toda la población colombiana."
"LEY 100 DE 1993",274,"Asesoría Sindical","Libre elección de afiliación","Asesoría y elección a través de los Organizaciones Sindicales. Las confederaciones, las federaciones y las organizaciones sindicales de primer grado y los empleadores, podrán asesorar a los trabajadores en las decisiones de libre escogencia que correspondan a cada uno de éstos, relativas a la afiliación y selección de organismos e instituciones del Sistema de Seguridad Social Integral. Las organizaciones sindicales quedan facultadas para tomar las decisiones que en principio correspondan a cada trabajador, relacionadas con la afiliación y elección de organismos e instituciones del Sistema de Seguridad Social Integral. En tal caso, la organización sindical decidirá por mayoría de sus trabajadores afiliados y la decisión sólo les será aplicable a los afiliados interesados que voten afirmativamente, quienes dentro de los términos de esta Ley conservan la facultad de trasladarse de un sistema a otro.","Laboral, Seguridad Social, Sindicatos, Derechos de los Trabajadores","Confederaciones, federaciones y sindicatos pueden asesorar a los trabajadores en afiliación y elección de organismos, pudiendo decidir por mayoría de los afiliados que voten afirmativamente, sin afectar la facultad de traslado del sistema."
"LEY 100 DE 1993",275,"Instituto de Seguros Sociales","Estructura y funcionamiento","Del Instituto de Seguros Sociales. El Instituto de Seguros Sociales, es una empresa industrial y comercial del Estado, del orden nacional, con personería jurídica, autonomía administrativa y patrimonio independiente, vinculada al Ministerio de Trabajo y Seguridad Social y el régimen de sus cargos será el contemplado en el Decreto-Ley 1651 de 1977 y podrá realizar los contratos de que trata el numeral 5 del artículo 32 de la Ley 80 de 1993. El Presidente del Instituto de Seguros Sociales será nombrado por el Presidente de la República de terna presentada por el Consejo Directivo del Instituto. Sin perjuicio de la facultad discrecional del Presidente de la República, el Consejo Directiva, por mayoría absoluta de votos podrá solicitarle al Presidente la remoción del Presidente del Instituto de Seguros Sociales por el no cumplimiento de las metas anuales de gestión previamente determinadas por el consejo directivo. Así mismo, el Consejo Directivo señalará las directrices generales para elegir al personal directivo del Instituto. PARÁGRAFO 1. Respecto de los servicios de salud que presta, actuará como una Entidad Promotora y Prestadora de Servicios de Salud con jurisdicción nacional. El Consejo Directivo del Instituto determinara las tarifas que el Instituto aplicará en la venta de servicios de salud. PARÁGRAFO 2. Para efectos tributarios el Instituto de Seguros Sociales, se regirá por lo previsto para los establecimientos públicos. PARÁGRAFO 3. En un plazo de un año a partir de la vigencia de la presente Ley y de acuerdo con la reglamentación que expida el Consejo Directivo, el Instituto garantizará la descentralización y la autonomía técnica, financiera y administrativa de las unidades de su propiedad que presten los servicios de salud.","Seguridad Social, Salud, Instituciones Públicas, Administración, Contratación","El ISS es empresa industrial y comercial del Estado, vinculada al Ministerio de Trabajo y Seguridad Social, con autonomía administrativa y patrimonio independiente, y podrá actuar como EPS y ESE a nivel nacional, regulando tarifas y garantizando descentralización de sus unidades de salud."
"LEY 100 DE 1993",276,"Venta de Activos del ISS","Patrimonio y objetivos","Venta de Activos del Instituto de Seguros Sociales. La venta de activos del Instituto de Seguros Sociales, no podrá afectar su patrimonio y tendrá como finalidad el cumplimiento de los objetivos del Sistema de Seguridad Social Integral.","Seguridad Social, Salud, Instituciones Públicas, Administración, Finanzas","La venta de activos del ISS no podrá afectar su patrimonio y debe orientarse a cumplir objetivos del Sistema de Seguridad Social Integral."
"LEY 100 DE 1993",277,"Consejo Directivo del ISS","Composición y funciones","Composición del Consejo Directivo del Instituto de Seguros Sociales. El Consejo Directivo del Instituto de Seguros Sociales, tendrá una composición tripartita, integrada por representantes del Gobierno, de los empleadores, de los cuales uno será representante de la pequeña o mediana empresa, y de los trabajadores, uno de los cuales será representante de los pensionados. El Gobierno determinará el número de integrantes y reglamentará la forma como serán designados, dentro de los seis (6) meses siguientes a la vigencia de esta Ley. Este nuevo Consejo Directivo tomara la decisión definitiva, sobre el proceso de reestructuración de la planta de personal del Instituto de Seguros Sociales.","Seguridad Social, Salud, Instituciones Públicas, Administración, Gobierno","El Consejo Directivo será tripartito, con representantes de Gobierno, empleadores y trabajadores (pensionados), reglamentará la elección del personal directivo y tomará decisiones sobre reestructuración de planta de personal."
"LEY 100 DE 1993",278,"Subsidios","Carácter legal","Carácter de los subsidios. Los subsidios de que trata esta Ley no tendrán el carácter de donación o auxilio, para los efectos del artículo 355 de la Constitución Política.","Seguridad Social, Finanzas, Derecho","Los subsidios establecidos en la Ley no tendrán carácter de donación o auxilio según el artículo 355 de la Constitución."
